Equipamento;Valor Indenização;Valor Indenização Total;Patrimônio;Marca;Modelo;Peso;Peso Total;Valor Patrimônio;Tipo Patrimônio;Qtde;Contrato;Valor Contrato; Cliente; Dt. Ativação; Dt.Devolução; Obra; Endereço Obra; Status; Tipo de Locação
PERFIL S8 150;R$ 462,17;R$ 6.932,55;26;RDG;-;8,25;123,75;R$ 97,50;Próprio;15;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 25.881,52;26;RDG;-;8,25;462;R$ 97,50;Próprio;56;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 2.310,85;26;RDG;-;8,25;41,25;R$ 97,50;Próprio;5;152;R$ 5.665,53;RAPHAEL LIMA DESIGNER E CONSTRUTOR LTDA;10/11/2025;31/03/2026;Residência A. Varejão;Rua F84;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 15.251,61;26;RDG;-;8,25;272,25;R$ 97,50;Próprio;33;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 13.402,93;26;RDG;-;8,25;239,25;R$ 97,50;Próprio;29;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 3.697,36;26;RDG;-;8,25;66;R$ 97,50;Próprio;8;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 3.235,19;26;RDG;-;8,25;57,75;R$ 97,50;Próprio;7;141;R$ 24.230,27;TOKMA PARTICIPACOES LTDA;10/09/2025;31/03/2026;ED ASPEN;Avenida Saturnino de Brito, 174, Enseada do Sua, Vitória;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 924,34;26;RDG;-;8,25;16,5;R$ 97,50;Próprio;2;141;R$ 24.230,27;TOKMA PARTICIPACOES LTDA;10/09/2025;31/03/2026;ED ASPEN;Avenida Saturnino de Brito, 174, Enseada do Sua, Vitória;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 14.789,44;26;RDG;-;8,25;264;R$ 97,50;Próprio;32;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 2.310,85;26;RDG;-;8,25;41,25;R$ 97,50;Próprio;5;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 2.310,85;26;RDG;-;8,25;41,25;R$ 97,50;Próprio;5;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 7.394,72;26;RDG;-;8,25;132;R$ 97,50;Próprio;16;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 150;R$ 462,17;R$ 6.008,21;26;RDG;-;8,25;107,25;R$ 97,50;Próprio;13;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 150 E;R$ 462,17;R$ 924,34;1071;ESPIRAL;-;8,25;16,5;R$ 0,00;Sublocado;2;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 150 E;R$ 462,17;R$ 462,17;1071;ESPIRAL;-;8,25;8,25;R$ 0,00;Sublocado;1;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 1.232,44;27;RDG;-;11;22;R$ 130,00;Próprio;2;59;R$ 52.999,90;FAE CONSTRUCOES E SERVICOS LTDA;07/05/2024;01/05/2026;Colégio São José;Av. Luciano das Neves, 500 - Centro de Vila Velha, Vila Velha - ES, 29100-201;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 5.545,98;27;RDG;-;11;99;R$ 130,00;Próprio;9;42;R$ 59.282,94;Onix Empreendimentos Imobiliarios Ltda;06/12/2023;01/05/2026;Ed Biarritz Residence;Av Miramar, lotes 01, 02, 03, 04, 17 e 18, Quadra 16, Enseada Azul , Guarapari/ ES -Cep 29206-070;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 32.043,44;27;RDG;-;11;572;R$ 130,00;Próprio;52;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 97.978,98;27;RDG;-;11;1749;R$ 130,00;Próprio;159;168;R$ 21.844,64;Antônio Medeiros Madeira;04/03/2026;02/04/2026;ALAMEDA DAS CASTANHEIRAS;Rua Alameda das Castanheiras _ Quadra AE  Lote 005;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 36.356,98;27;RDG;-;11;649;R$ 130,00;Próprio;59;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 41.902,96;27;RDG;-;11;748;R$ 130,00;Próprio;68;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 18.486,60;27;RDG;-;11;330;R$ 130,00;Próprio;30;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 3.697,32;27;RDG;-;11;66;R$ 130,00;Próprio;6;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 7.394,64;27;RDG;-;11;132;R$ 130,00;Próprio;12;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 8.010,86;27;RDG;-;11;143;R$ 130,00;Próprio;13;148;R$ 25.056,33;MINISTERIO DA FAZENDA;20/10/2025;31/03/2026;Sede Receita Federal;avenida Marechal Mascarenhas de Moraes , 1333, Ilha de Santa Maria, Vitória/ES;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 2.464,88;27;RDG;-;11;44;R$ 130,00;Próprio;4;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 30.811;27;RDG;-;11;550;R$ 130,00;Próprio;50;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 141.114,38;27;RDG;-;11;2519;R$ 130,00;Próprio;229;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 17.254,16;27;RDG;-;11;308;R$ 130,00;Próprio;28;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 138.649,50;27;RDG;-;11;2475;R$ 130,00;Próprio;225;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 12.324,40;27;RDG;-;11;220;R$ 130,00;Próprio;20;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 9.859,52;27;RDG;-;11;176;R$ 130,00;Próprio;16;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 616,22;27;RDG;-;11;11;R$ 130,00;Próprio;1;141;R$ 24.230,27;TOKMA PARTICIPACOES LTDA;10/09/2025;31/03/2026;ED ASPEN;Avenida Saturnino de Brito, 174, Enseada do Sua, Vitória;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 3.081,10;27;RDG;-;11;55;R$ 130,00;Próprio;5;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 1.848,66;27;RDG;-;11;33;R$ 130,00;Próprio;3;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 3.081,10;27;RDG;-;11;55;R$ 130,00;Próprio;5;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 31.427,22;27;RDG;-;11;561;R$ 130,00;Próprio;51;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 73.330,18;27;RDG;-;11;1309;R$ 130,00;Próprio;119;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 22.183,92;27;RDG;-;11;396;R$ 130,00;Próprio;36;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 1.232,44;27;RDG;-;11;22;R$ 130,00;Próprio;2;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 616,22;27;RDG;-;11;11;R$ 130,00;Próprio;1;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
PERFIL S8 200;R$ 616,22;R$ 3.697,32;27;RDG;-;11;66;R$ 130,00;Próprio;6;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
PERFIL S8 200 E;R$ 616,22;R$ 5.545,98;1070;ESPIRAL;-;11;99;R$ 0,00;Sublocado;9;59;R$ 52.999,90;FAE CONSTRUCOES E SERVICOS LTDA;07/05/2024;01/05/2026;Colégio São José;Av. Luciano das Neves, 500 - Centro de Vila Velha, Vila Velha - ES, 29100-201;ATIVO;Mensal
PERFIL S8 200 E;R$ 616,22;R$ 3.697,32;1070;ESPIRAL;-;11;66;R$ 0,00;Sublocado;6;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 200 E;R$ 616,22;R$ 12.324,40;1070;ESPIRAL;-;11;220;R$ 0,00;Sublocado;20;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 200 E;R$ 616,22;R$ 3.081,10;1070;ESPIRAL;-;11;55;R$ 0,00;Sublocado;5;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 200 E;R$ 616,22;R$ 19.102,82;1070;ESPIRAL;-;11;341;R$ 0,00;Sublocado;31;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 220;R$ 677,84;R$ 6.100,56;185;-;-;12,1;108,9;R$ 0,00;Próprio;9;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 6.162,24;28;RDG;-;13,75;110;R$ 162,50;Próprio;8;59;R$ 52.999,90;FAE CONSTRUCOES E SERVICOS LTDA;07/05/2024;01/05/2026;Colégio São José;Av. Luciano das Neves, 500 - Centro de Vila Velha, Vila Velha - ES, 29100-201;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 14.635,32;28;RDG;-;13,75;261,25;R$ 162,50;Próprio;19;59;R$ 52.999,90;FAE CONSTRUCOES E SERVICOS LTDA;07/05/2024;01/05/2026;Colégio São José;Av. Luciano das Neves, 500 - Centro de Vila Velha, Vila Velha - ES, 29100-201;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 24.648,96;28;RDG;-;13,75;440;R$ 162,50;Próprio;32;42;R$ 59.282,94;Onix Empreendimentos Imobiliarios Ltda;06/12/2023;01/05/2026;Ed Biarritz Residence;Av Miramar, lotes 01, 02, 03, 04, 17 e 18, Quadra 16, Enseada Azul , Guarapari/ ES -Cep 29206-070;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 65.473,80;28;RDG;-;13,75;1168,75;R$ 162,50;Próprio;85;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 1.540,56;28;RDG;-;13,75;27,5;R$ 162,50;Próprio;2;168;R$ 21.844,64;Antônio Medeiros Madeira;04/03/2026;02/04/2026;ALAMEDA DAS CASTANHEIRAS;Rua Alameda das Castanheiras _ Quadra AE  Lote 005;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 41.595,12;28;RDG;-;13,75;742,5;R$ 162,50;Próprio;54;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 24.648,96;28;RDG;-;13,75;440;R$ 162,50;Próprio;32;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 2.310,84;28;RDG;-;13,75;41,25;R$ 162,50;Próprio;3;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 1.540,56;28;RDG;-;13,75;27,5;R$ 162,50;Próprio;2;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 10.783,92;28;RDG;-;13,75;192,5;R$ 162,50;Próprio;14;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 12.324,48;28;RDG;-;13,75;220;R$ 162,50;Próprio;16;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
PERFIL S8 250;R$ 770,28;R$ 16.946,16;28;RDG;-;13,75;302,5;R$ 162,50;Próprio;22;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 250 E;R$ 770,28;R$ 770,28;1072;ESPIRAL;-;13,75;13,75;R$ 0,00;Sublocado;1;160;R$ 22.249,80;Incolajes Industria e Comercio de Lajes LTDA;26/01/2026;31/03/2026;Portalflex;Rua Torricelli, 73, Parque Residencial Laranjeiras;ATIVO;Mensal
PERFIL S8 250 E;R$ 770,28;R$ 770,28;1072;ESPIRAL;-;13,75;13,75;R$ 0,00;Sublocado;1;141;R$ 24.230,27;TOKMA PARTICIPACOES LTDA;10/09/2025;31/03/2026;ED ASPEN;Avenida Saturnino de Brito, 174, Enseada do Sua, Vitória;ATIVO;Mensal
PERFIL S8 250 E;R$ 770,28;R$ 3.851,40;1072;ESPIRAL;-;13,75;68,75;R$ 0,00;Sublocado;5;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 280;R$ 862,71;R$ 8.627,10;186;-;-;15,4;154;R$ 0,00;Próprio;10;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 300;R$ 924,33;R$ 924,33;29;RDG;-;16,5;16,5;R$ 195,00;Próprio;1;59;R$ 52.999,90;FAE CONSTRUCOES E SERVICOS LTDA;07/05/2024;01/05/2026;Colégio São José;Av. Luciano das Neves, 500 - Centro de Vila Velha, Vila Velha - ES, 29100-201;ATIVO;Mensal
PERFIL S8 300;R$ 924,33;R$ 4.621,65;29;RDG;-;16,5;82,5;R$ 195,00;Próprio;5;42;R$ 59.282,94;Onix Empreendimentos Imobiliarios Ltda;06/12/2023;01/05/2026;Ed Biarritz Residence;Av Miramar, lotes 01, 02, 03, 04, 17 e 18, Quadra 16, Enseada Azul , Guarapari/ ES -Cep 29206-070;ATIVO;Mensal
PERFIL S8 300;R$ 924,33;R$ 924,33;29;RDG;-;16,5;16,5;R$ 195,00;Próprio;1;42;R$ 59.282,94;Onix Empreendimentos Imobiliarios Ltda;06/12/2023;01/05/2026;Ed Biarritz Residence;Av Miramar, lotes 01, 02, 03, 04, 17 e 18, Quadra 16, Enseada Azul , Guarapari/ ES -Cep 29206-070;ATIVO;Mensal
PERFIL S8 300;R$ 924,33;R$ 1.848,66;29;RDG;-;16,5;33;R$ 195,00;Próprio;2;168;R$ 21.844,64;Antônio Medeiros Madeira;04/03/2026;02/04/2026;ALAMEDA DAS CASTANHEIRAS;Rua Alameda das Castanheiras _ Quadra AE  Lote 005;ATIVO;Mensal
PERFIL S8 300;R$ 924,33;R$ 23.108,25;29;RDG;-;16,5;412,5;R$ 195,00;Próprio;25;166;R$ 12.364,61;VETOR - ENGENHARIA E CONSTRUCOES LTDA;25/02/2026;31/03/2026;RODOVIÁRIA;Av.Alexandre Buaiz, 350   Ilha do Príncipe, Vitória/ES;ATIVO;Mensal
PERFIL S8 300;R$ 924,33;R$ 1.848,66;29;RDG;-;16,5;33;R$ 195,00;Próprio;2;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
PERFIL S8 300;R$ 924,33;R$ 7.394,64;29;RDG;-;16,5;132;R$ 195,00;Próprio;8;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
PERFIL S8 300;R$ 924,33;R$ 3.697,32;29;RDG;-;16,5;66;R$ 195,00;Próprio;4;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 300;R$ 924,33;R$ 1.848,66;29;RDG;-;16,5;33;R$ 195,00;Próprio;2;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
PERFIL S8 300;R$ 924,33;R$ 3.697,32;29;RDG;-;16,5;66;R$ 195,00;Próprio;4;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
PERFIL S8 300;R$ 924,33;R$ 924,33;29;RDG;-;16,5;16,5;R$ 195,00;Próprio;1;109;R$ 26.844,52;QUALITY CONSTRUTORA E INCORPORADORA LTDA;28/02/2025;31/10/2025;Alphaville 3 Praias - Res Homero;Guarapari Bairro Perocão;ATIVO;Mensal
PERFIL S8 350;R$ 1.232,44;R$ 11.091,96;216;-;-;19,25;173,25;R$ 0,00;Próprio;9;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
