Equipamento;Valor Indenização;Valor Indenização Total;Patrimônio;Marca;Modelo;Peso;Peso Total;Valor Patrimônio;Tipo Patrimônio;Qtde;Contrato;Valor Contrato; Cliente; Dt. Ativação; Dt.Devolução; Obra; Endereço Obra; Status; Tipo de Locação
PERFIL S8 350;R$ 1.232,44;R$ 7.394,64;216;-;-;19,25;115,5;R$ 0,00;Próprio;6;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
PERFIL S8 350;R$ 1.232,44;R$ 81.341,04;216;-;-;19,25;1270,5;R$ 0,00;Próprio;66;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
PERFIL S8 350;R$ 1.232,44;R$ 19.719,04;216;-;-;19,25;308;R$ 0,00;Próprio;16;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
PERFIL S8 350;R$ 1.232,44;R$ 39.438,08;216;-;-;19,25;616;R$ 0,00;Próprio;32;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PERFIL S8 350;R$ 1.232,44;R$ 4.929,76;216;-;-;19,25;77;R$ 0,00;Próprio;4;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PERFIL S8 350;R$ 1.232,44;R$ 49.297,60;216;-;-;19,25;770;R$ 0,00;Próprio;40;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PERFIL S8 350;R$ 1.232,44;R$ 46.832,72;216;-;-;19,25;731,5;R$ 0,00;Próprio;38;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PERFIL S8 350;R$ 1.232,44;R$ 2.464,88;216;-;-;19,25;38,5;R$ 0,00;Próprio;2;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 400;R$ 1.386,50;R$ 2.773;160;-;-;24,75;49,5;R$ 0,00;Próprio;2;168;R$ 21.844,64;Antônio Medeiros Madeira;04/03/2026;02/04/2026;ALAMEDA DAS CASTANHEIRAS;Rua Alameda das Castanheiras _ Quadra AE  Lote 005;ATIVO;Mensal
PERFIL S8 400;R$ 1.386,50;R$ 1.386,50;160;-;-;24,75;24,75;R$ 0,00;Próprio;1;166;R$ 12.364,61;VETOR - ENGENHARIA E CONSTRUCOES LTDA;25/02/2026;31/03/2026;RODOVIÁRIA;Av.Alexandre Buaiz, 350   Ilha do Príncipe, Vitória/ES;ATIVO;Mensal
PERFIL S8 400;R$ 1.386,50;R$ 2.773;160;-;-;24,75;49,5;R$ 0,00;Próprio;2;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
PERFIL S8 400;R$ 1.386,50;R$ 1.386,50;160;-;-;24,75;24,75;R$ 0,00;Próprio;1;160;R$ 22.249,80;Incolajes Industria e Comercio de Lajes LTDA;26/01/2026;31/03/2026;Portalflex;Rua Torricelli, 73, Parque Residencial Laranjeiras;ATIVO;Mensal
PERFIL S8 400;R$ 1.386,50;R$ 19.411;160;-;-;24,75;346,5;R$ 0,00;Próprio;14;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
PERFIL S8 400;R$ 1.386,50;R$ 69.325;160;-;-;24,75;1237,5;R$ 0,00;Próprio;50;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 400;R$ 1.386,50;R$ 2.773;160;-;-;24,75;49,5;R$ 0,00;Próprio;2;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 400 E;R$ 1.386,50;R$ 5.546;1088;ESPIRAL;-;24,75;99;R$ 0,00;Sublocado;4;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PERFIL S8 400 E;R$ 1.386,50;R$ 11.092;1088;ESPIRAL;-;24,75;198;R$ 0,00;Sublocado;8;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
PERFIL W150-150;R$ 2.025;R$ 24.300;162;-;-;27;324;R$ 0,00;Próprio;12;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
PINO EURO;R$ 60;R$ 2.220;158;MMK;-;0,22;8,14;R$ 0,00;Próprio;37;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
PINO EURO;R$ 60;R$ 120;158;MMK;-;0,22;0,44;R$ 0,00;Próprio;2;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
PINO EURO;R$ 60;R$ 720;158;MMK;-;0,22;2,64;R$ 0,00;Próprio;12;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
PINO EURO;R$ 60;R$ 1.860;158;MMK;-;0,22;6,82;R$ 0,00;Próprio;31;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PINO EURO;R$ 60;R$ 480;158;MMK;-;0,22;1,76;R$ 0,00;Próprio;8;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PINO EURO;R$ 60;R$ 1.500;158;MMK;-;0,22;5,5;R$ 0,00;Próprio;25;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PINO EURO;R$ 60;R$ 9.720;158;MMK;-;0,22;35,64;R$ 0,00;Próprio;162;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PINO EURO;R$ 60;R$ 6.720;158;MMK;-;0,22;24,64;R$ 0,00;Próprio;112;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PINO EURO;R$ 60;R$ 5.700;158;MMK;-;0,22;20,9;R$ 0,00;Próprio;95;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PINO EURO;R$ 60;R$ 180;158;MMK;-;0,22;0,66;R$ 0,00;Próprio;3;155;R$ 23.990,30;MEDLEVENSOHN COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA;12/12/2025;01/05/2026;AEX 011   Medlev;CD MEDLEVENSOHN, localizada na BR 101 NORTE, KM 244 - Serra - ES;ATIVO;Mensal
PINO EURO;R$ 60;R$ 1.440;158;MMK;-;0,22;5,28;R$ 0,00;Próprio;24;152;R$ 5.665,53;RAPHAEL LIMA DESIGNER E CONSTRUTOR LTDA;10/11/2025;31/03/2026;Residência A. Varejão;Rua F84;ATIVO;Mensal
PINO EURO;R$ 60;R$ 240;158;MMK;-;0,22;0,88;R$ 0,00;Próprio;4;152;R$ 5.665,53;RAPHAEL LIMA DESIGNER E CONSTRUTOR LTDA;10/11/2025;31/03/2026;Residência A. Varejão;Rua F84;ATIVO;Mensal
PINO EURO;R$ 60;R$ 720;158;MMK;-;0,22;2,64;R$ 0,00;Próprio;12;152;R$ 5.665,53;RAPHAEL LIMA DESIGNER E CONSTRUTOR LTDA;10/11/2025;31/03/2026;Residência A. Varejão;Rua F84;ATIVO;Mensal
PINO EURO;R$ 60;R$ 240;158;MMK;-;0,22;0,88;R$ 0,00;Próprio;4;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
PINO EURO;R$ 60;R$ 780;158;MMK;-;0,22;2,86;R$ 0,00;Próprio;13;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
PINO EURO;R$ 60;R$ 1.260;158;MMK;-;0,22;4,62;R$ 0,00;Próprio;21;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PINO EURO;R$ 60;R$ 4.020;158;MMK;-;0,22;14,74;R$ 0,00;Próprio;67;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PINO EURO;R$ 60;R$ 1.200;158;MMK;-;0,22;4,4;R$ 0,00;Próprio;20;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PINO EURO;R$ 60;R$ 5.100;158;MMK;-;0,22;18,7;R$ 0,00;Próprio;85;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PINO EURO;R$ 60;R$ 60;158;MMK;-;0,22;0,22;R$ 0,00;Próprio;1;141;R$ 24.230,27;TOKMA PARTICIPACOES LTDA;10/09/2025;31/03/2026;ED ASPEN;Avenida Saturnino de Brito, 174, Enseada do Sua, Vitória;ATIVO;Mensal
PINO EURO;R$ 60;R$ 120;158;MMK;-;0,22;0,44;R$ 0,00;Próprio;2;137;R$ 10.013,51;VARGAS ENGENHARIA LTDA;22/08/2025;31/03/2026;Reescoramento Shopping Praia da Costa ;AV. DR. OLIVIO LIRA, 353 - Nº 353 - PRAIA DA COSTA, VILA VELHA - ES CEP: 29101-950;ATIVO;Mensal
PINO EURO;R$ 60;R$ 120;158;MMK;-;0,22;0,44;R$ 0,00;Próprio;2;137;R$ 10.013,51;VARGAS ENGENHARIA LTDA;22/08/2025;31/03/2026;Reescoramento Shopping Praia da Costa ;AV. DR. OLIVIO LIRA, 353 - Nº 353 - PRAIA DA COSTA, VILA VELHA - ES CEP: 29101-950;ATIVO;Mensal
PINO EURO;R$ 60;R$ 1.560;158;MMK;-;0,22;5,72;R$ 0,00;Próprio;26;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
PINO EURO;R$ 60;R$ 1.740;158;MMK;-;0,22;6,38;R$ 0,00;Próprio;29;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PINO EURO;R$ 60;R$ 960;158;MMK;-;0,22;3,52;R$ 0,00;Próprio;16;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PINO EURO;R$ 60;R$ 1.620;158;MMK;-;0,22;5,94;R$ 0,00;Próprio;27;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PINO EURO;R$ 60;R$ 180;158;MMK;-;0,22;0,66;R$ 0,00;Próprio;3;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 60;41;JR;-;0,22;0,22;R$ 16,05;Próprio;1;59;R$ 52.999,90;FAE CONSTRUCOES E SERVICOS LTDA;07/05/2024;01/05/2026;Colégio São José;Av. Luciano das Neves, 500 - Centro de Vila Velha, Vila Velha - ES, 29100-201;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 540;41;JR;-;0,22;1,98;R$ 16,05;Próprio;9;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 2.220;41;JR;-;0,22;8,14;R$ 16,05;Próprio;37;160;R$ 22.249,80;Incolajes Industria e Comercio de Lajes LTDA;26/01/2026;31/03/2026;Portalflex;Rua Torricelli, 73, Parque Residencial Laranjeiras;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 300;41;JR;-;0,22;1,1;R$ 16,05;Próprio;5;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 360;41;JR;-;0,22;1,32;R$ 16,05;Próprio;6;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 120;41;JR;-;0,22;0,44;R$ 16,05;Próprio;2;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 720;41;JR;-;0,22;2,64;R$ 16,05;Próprio;12;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 960;41;JR;-;0,22;3,52;R$ 16,05;Próprio;16;137;R$ 10.013,51;VARGAS ENGENHARIA LTDA;22/08/2025;31/03/2026;Reescoramento Shopping Praia da Costa ;AV. DR. OLIVIO LIRA, 353 - Nº 353 - PRAIA DA COSTA, VILA VELHA - ES CEP: 29101-950;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 1.620;41;JR;-;0,22;5,94;R$ 16,05;Próprio;27;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 180;41;JR;-;0,22;0,66;R$ 16,05;Próprio;3;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 720;41;JR;-;0,22;2,64;R$ 16,05;Próprio;12;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 720;41;JR;-;0,22;2,64;R$ 16,05;Próprio;12;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
PINO MÁX;R$ 60;R$ 60;41;JR;-;0,22;0,22;R$ 16,05;Próprio;1;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
PINO S3 E;R$ 60;R$ 480;1079;ESPIRAL;-;0,22;1,76;R$ 10,40;Sublocado;8;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
PINO S350;R$ 60;R$ 240;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;0,88;R$ 5,10;Próprio;4;59;R$ 52.999,90;FAE CONSTRUCOES E SERVICOS LTDA;07/05/2024;01/05/2026;Colégio São José;Av. Luciano das Neves, 500 - Centro de Vila Velha, Vila Velha - ES, 29100-201;ATIVO;Mensal
PINO S350;R$ 60;R$ 60;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;0,22;R$ 5,10;Próprio;1;42;R$ 59.282,94;Onix Empreendimentos Imobiliarios Ltda;06/12/2023;01/05/2026;Ed Biarritz Residence;Av Miramar, lotes 01, 02, 03, 04, 17 e 18, Quadra 16, Enseada Azul , Guarapari/ ES -Cep 29206-070;ATIVO;Mensal
PINO S350;R$ 60;R$ 60;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;0,22;R$ 5,10;Próprio;1;42;R$ 59.282,94;Onix Empreendimentos Imobiliarios Ltda;06/12/2023;01/05/2026;Ed Biarritz Residence;Av Miramar, lotes 01, 02, 03, 04, 17 e 18, Quadra 16, Enseada Azul , Guarapari/ ES -Cep 29206-070;ATIVO;Mensal
PINO S350;R$ 60;R$ 4.440;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;16,28;R$ 5,10;Próprio;74;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
PINO S350;R$ 60;R$ 15.480;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;56,76;R$ 5,10;Próprio;258;168;R$ 21.844,64;Antônio Medeiros Madeira;04/03/2026;02/04/2026;ALAMEDA DAS CASTANHEIRAS;Rua Alameda das Castanheiras _ Quadra AE  Lote 005;ATIVO;Mensal
PINO S350;R$ 60;R$ 6.780;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;24,86;R$ 5,10;Próprio;113;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
PINO S350;R$ 60;R$ 4.380;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;16,06;R$ 5,10;Próprio;73;165;R$ 20.065,21;QUALITY CONSTRUTORA E INCORPORADORA LTDA;23/02/2026;31/03/2026;ALPHAVILLE 3 PRAIAS - RES. EVERSON DADALTO;Alphaville 3 Praias - Guarapari/ES;ATIVO;Mensal
PINO S350;R$ 60;R$ 3.000;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;11;R$ 5,10;Próprio;50;161;R$ 5.190,00;VIA RIO PARTICIPACOES LTDA;27/01/2026;31/03/2026;RESIDÊNCIA ILHA DO FRADE;RUA PEDRO FRANKLIM CORREA LIMA, ILHA DO FRADE, VITÓRIA/ES;ATIVO;Mensal
PINO S350;R$ 60;R$ 1.800;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;6,6;R$ 5,10;Próprio;30;161;R$ 5.190,00;VIA RIO PARTICIPACOES LTDA;27/01/2026;31/03/2026;RESIDÊNCIA ILHA DO FRADE;RUA PEDRO FRANKLIM CORREA LIMA, ILHA DO FRADE, VITÓRIA/ES;ATIVO;Mensal
PINO S350;R$ 60;R$ 1.200;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;4,4;R$ 5,10;Próprio;20;161;R$ 5.190,00;VIA RIO PARTICIPACOES LTDA;27/01/2026;31/03/2026;RESIDÊNCIA ILHA DO FRADE;RUA PEDRO FRANKLIM CORREA LIMA, ILHA DO FRADE, VITÓRIA/ES;ATIVO;Mensal
PINO S350;R$ 60;R$ 1.380;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;5,06;R$ 5,10;Próprio;23;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
PINO S350;R$ 60;R$ 5.940;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;21,78;R$ 5,10;Próprio;99;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
PINO S350;R$ 60;R$ 1.200;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;4,4;R$ 5,10;Próprio;20;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
PINO S350;R$ 60;R$ 240;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;0,88;R$ 5,10;Próprio;4;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
PINO S350;R$ 60;R$ 7.980;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;29,26;R$ 5,10;Próprio;133;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
PINO S350;R$ 60;R$ 1.380;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;5,06;R$ 5,10;Próprio;23;141;R$ 24.230,27;TOKMA PARTICIPACOES LTDA;10/09/2025;31/03/2026;ED ASPEN;Avenida Saturnino de Brito, 174, Enseada do Sua, Vitória;ATIVO;Mensal
PINO S350;R$ 60;R$ 60;3;Bullman;Escora Metálica Galvanizadas BULLMAN 3,5m;0,22;0,22;R$ 5,10;Próprio;1;141;R$ 24.230,27;TOKMA PARTICIPACOES LTDA;10/09/2025;31/03/2026;ED ASPEN;Avenida Saturnino de Brito, 174, Enseada do Sua, Vitória;ATIVO;Mensal
